Confirmed,Deaths,Recovered
529,3,289
480,12,243
400,4,215
336,3,268
322,10,1
311,6,248
294,1,199
252,2,134
245,1,186
174,2,129
170,1,22
168,5,124
146,2,104
135,3,91
133,0,98
121,1,83
95,16,0
93,1,63
91,2,80
91,0,53
84,2,19
76,2,30
75,0,35
71,0,61
37,0,22
36,0,0
31,1,5
23,0,0
22,0,18
18,0,18
17,0,14
16,0,16
14,1,11
13,0,8
13,0,4
11,0,0
10,0,7
7,0,0
7,0,0
6,0,2
5,0,1
4,0,4
4,0,4
3,0,2
3,0,3
3,1,1
2,0,2
2,0,0
2,0,0
2,0,2
2,0,2
2,0,0
2,0,1
2,0,1
1,0,0
1,0,0
1,0,1
1,0,1
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
65187,2615,20969
1347,7,851
1271,19,1033
1261,12,22
1205,1,867
1016,4,783
989,6,744
934,1,719
756,6,377
705,4,10
631,0,478
576,6,384
531,3,307
480,12,249
453,12,3
400,4,235
337,3,272
312,6,261
294,1,218
252,2,147
245,1,192
189,2,22
174,2,144
168,5,129
146,2,104
139,19,49
135,3,96
133,0,104
121,1,88
93,1,65
93,0,62
91,2,24
91,2,81
76,2,34
75,0,38
71,0,65
42,0,0
40,0,22
33,0,0
32,1,5
27,0,15
26,0,0
22,0,18
18,2,11
18,0,18
16,0,16
13,0,2
13,0,8
13,0,4
10,0,7
7,0,0
7,0,0
5,0,1
5,0,0
4,0,4
4,0,4
4,0,0
3,0,2
3,0,0
3,0,3
3,1,1
2,0,2
2,0,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,2
2,0,0
2,0,2
2,0,0
2,0,1
2,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
65596,2641,23383
1766,13,22
1347,7,890
1272,20,1068
1205,1,932
1017,4,804
989,6,792
934,1,754
756,6,387
705,4,10
655,17,45
631,0,498
576,6,401
534,3,321
480,13,270
410,5,248
337,3,276
317,6,274
296,1,228
252,2,161
245,26,49
245,1,195
214,4,22
174,2,150
168,5,131
146,2,112
136,3,102
133,0,107
121,1,93
93,1,67
93,0,62
92,2,24
91,2,81
76,2,43
75,0,43
72,0,68
46,0,16
43,0,0
42,0,0
40,0,22
38,2,11
33,0,0
32,1,5
23,0,18
18,0,18
16,0,16
15,0,2
15,0,8
13,0,4
10,0,8
8,0,0
8,0,0
7,0,3
7,0,0
7,0,0
5,0,1
5,0,2
4,0,4
4,0,4
4,0,0
3,0,0
3,0,0
3,0,0
3,0,3
3,0,1
3,1,1
2,0,2
2,0,1
2,0,0
2,0,0
2,0,2
2,0,2
2,0,0
2,0,0
2,0,1
2,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
65914,2682,26403
2337,13,22
1348,7,935
1272,20,1112
1205,1,975
1017,4,830
990,6,821
935,1,790
888,21,46
756,6,405
705,6,10
631,0,515
576,6,422
538,3,338
480,13,283
410,7,257
388,34,73
337,3,279
318,6,277
296,1,235
252,2,168
245,1,199
228,4,22
174,2,156
168,5,133
146,2,112
136,3,102
133,0,112
121,1,93
94,2,30
93,1,73
93,0,62
91,2,82
76,3,52
75,0,45
72,0,68
57,2,11
48,0,16
45,0,0
44,0,0
41,0,28
36,0,0
34,1,6
32,0,2
23,0,18
20,0,8
19,0,5
18,0,18
16,0,16
10,0,8
8,0,0
8,0,0
7,0,3
7,0,0
7,0,0
6,0,0
5,0,1
5,0,2
5,0,0
4,0,4
4,0,4
4,0,0
4,0,1
4,0,0
3,0,0
3,0,3
3,1,1
3,0,0
2,0,2
2,0,1
2,0,0
2,0,0
2,0,2
2,0,2
2,0,0
2,0,0
2,0,1
2,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
66337,2727,28993
3150,16,27
1349,7,983
1272,21,1170
1205,1,1016
1128,29,46
1018,4,846
990,6,868
935,1,811
756,6,421
705,6,10
631,0,523
593,43,123
576,6,438
538,3,351
480,13,301
411,8,271
337,3,287
318,6,282
296,1,243
252,2,176
245,1,207
241,5,32
174,2,157
168,5,148
146,2,112
136,3,109
133,0,114
121,1,96
102,0,72
100,2,12
95,2,33
93,1,75
91,2,82
79,0,16
76,3,62
75,0,49
73,0,69
45,0,0
45,0,2
44,0,0
42,0,28
41,0,0
39,1,9
25,0,18
23,0,8
21,0,5
18,0,18
18,0,0
16,0,16
15,0,0
13,0,0
12,0,0
10,0,2
10,0,8
9,0,1
9,0,0
8,0,3
7,0,4
7,0,1
6,0,0
6,0,0
6,0,1
6,1,1
4,0,4
4,0,0
4,0,0
4,0,0
4,0,0
3,0,2
3,0,0
3,0,1
3,0,3
3,1,1
3,0,0
3,0,1
2,0,0
2,0,0
2,0,2
2,0,2
2,0,0
2,0,0
2,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
66907,2761,31536
3736,17,30
1694,34,83
1349,7,1016
1272,22,1198
1205,1,1046
1018,4,866
990,6,873
978,54,175
935,1,831
758,6,443
705,6,10
631,0,536
576,6,450
538,3,365
480,13,342
413,8,276
337,3,290
318,6,294
296,1,247
256,6,32
252,2,181
245,1,208
174,2,163
168,5,149
146,2,112
136,3,111
133,0,116
130,2,12
130,0,16
122,1,103
106,0,72
96,2,36
93,1,78
91,2,84
84,0,2
76,3,64
75,0,52
73,0,69
47,0,0
45,0,0
44,0,0
42,1,28
40,1,9
36,0,8
29,0,18
27,0,0
21,0,5
19,0,0
19,0,0
18,0,18
16,0,16
14,0,0
14,0,2
14,0,0
10,0,1
10,0,0
10,0,8
10,0,0
9,0,1
9,1,1
8,0,3
7,0,4
7,0,0
7,0,0
6,0,4
6,0,0
6,0,1
6,0,1
5,0,0
4,0,0
4,0,0
3,0,2
3,0,0
3,0,0
3,0,0
3,0,0
3,0,3
3,1,1
3,0,0
3,0,0
3,0,2
3,0,1
2,1,0
2,0,1
2,0,0
2,0,1
2,0,2
2,0,0
2,0,0
2,0,1
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
67103,2803,33934
4335,28,30
2036,52,149
1501,66,291
1350,7,1059
1272,22,1205
1206,1,1069
1018,4,887
990,6,917
935,1,850
758,6,460
705,6,10
631,0,543
576,6,469
538,3,386
480,13,356
414,8,282
337,3,292
318,6,296
296,1,255
274,6,32
252,2,192
245,1,216
191,3,12
174,2,168
168,5,151
159,0,16
146,2,114
136,3,111
133,0,119
122,1,103
120,0,2
108,0,78
100,2,36
93,1,83
91,2,85
76,3,66
75,0,54
74,0,69
56,0,0
49,0,0
45,0,0
43,1,31
42,0,0
41,1,12
40,0,8
29,0,18
26,0,0
25,0,0
21,0,5
18,0,0
18,0,18
18,0,0
17,0,2
16,0,16
15,0,0
14,5,1
13,0,0
10,0,1
10,0,8
9,0,1
9,0,4
9,0,1
8,0,1
8,0,3
8,0,0
7,0,0
7,0,0
6,0,4
6,0,0
6,0,1
6,0,0
6,0,1
5,0,3
5,0,0
4,0,0
4,0,0
4,0,2
4,1,0
3,0,0
3,0,2
3,0,0
3,0,0
3,0,0
3,1,1
3,0,0
3,0,0
3,0,2
2,1,0
2,0,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67217,2835,36208
5186,28,30
2502,79,160
2336,77,291
1350,7,1101
1272,22,1231
1213,1,1093
1018,4,906
990,6,936
935,1,870
758,6,511
706,6,10
631,0,562
576,6,490
538,3,394
480,13,366
414,8,288
338,3,294
318,6,300
296,1,260
293,6,43
252,2,202
245,1,216
204,4,12
196,0,16
174,2,169
168,5,155
165,1,2
146,2,114
136,3,124
133,0,124
125,1,106
110,0,78
100,2,37
93,1,83
91,2,86
76,3,68
75,1,59
74,0,69
56,0,0
56,0,2
51,0,8
49,0,0
45,0,0
43,1,31
42,1,12
36,0,22
32,0,0
32,0,0
27,0,5
24,0,0
21,0,0
21,0,0
21,6,1
19,0,2
18,0,18
16,0,16
13,0,4
13,0,1
13,0,0
12,0,1
12,0,2
11,0,1
11,0,0
11,0,1
10,0,9
10,1,0
9,0,4
9,0,3
9,0,0
7,0,0
7,0,0
7,0,0
6,0,0
6,0,1
6,1,0
5,0,0
5,0,0
5,0,3
5,0,1
5,0,0
4,0,2
3,0,2
3,0,0
3,0,0
3,1,1
3,0,0
3,0,2
2,1,0
2,0,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,1
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67332,2871,38557
5621,35,41
3089,107,276
2922,92,552
1350,7,1133
1272,22,1234
1213,1,1114
1018,4,916
990,6,956
935,1,884
758,6,516
706,6,10
631,0,577
576,6,502
538,3,406
480,13,373
418,8,297
338,3,298
331,6,43
318,6,301
296,1,270
285,4,12
262,0,16
252,2,210
245,1,223
222,2,2
174,2,169
168,5,158
146,2,114
136,3,124
133,0,124
125,1,106
110,0,78
105,2,37
93,1,86
91,2,87
90,0,3
85,0,8
76,3,69
75,1,63
75,0,69
56,0,0
56,0,0
52,0,0
50,0,22
45,0,0
43,1,31
42,1,12
38,0,0
35,2,0
35,0,0
31,9,1
29,0,0
28,0,3
27,0,5
26,0,0
23,0,1
22,1,4
19,0,2
18,0,18
16,1,0
16,0,16
15,0,1
15,0,2
13,0,1
12,0,0
12,0,3
11,0,1
11,0,1
10,0,4
10,0,0
10,0,0
10,0,0
10,0,9
10,0,0
9,0,0
8,0,0
8,0,0
8,1,0
7,0,0
6,0,0
6,0,1
6,0,0
5,0,2
5,0,1
5,0,0
5,0,0
4,0,0
4,0,1
4,0,0
4,0,2
3,0,0
3,0,0
3,0,0
3,1,1
3,0,2
3,0,0
3,0,0
2,1,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,1,0
2,0,0
2,0,0
2,0,0
2,0,1
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67466,2902,40592
6088,35,41
3858,148,414
3513,107,739
1351,7,1181
1272,22,1239
1215,1,1124
1018,4,938
990,6,970
935,1,901
758,6,578
706,6,10
631,0,583
576,6,512
539,3,425
482,0,16
481,13,379
418,8,297
377,6,12
360,6,43
339,3,303
318,6,304
296,1,277
259,3,2
252,2,214
245,1,224
174,2,169
168,6,158
146,2,114
136,3,128
133,0,126
125,1,106
117,0,78
115,1,8
114,1,3
105,2,43
102,2,87
94,0,0
93,1,88
87,0,0
82,0,0
76,3,70
75,1,65
75,0,69
58,0,0
55,0,0
51,10,1
50,0,1
50,0,22
47,1,31
45,0,0
44,1,12
41,0,0
35,2,0
34,0,0
31,0,0
30,0,3
29,0,5
22,1,4
21,0,2
21,1,0
20,0,1
18,0,18
18,1,0
18,0,0
16,0,1
16,0,1
16,0,2
16,0,16
13,0,8
13,0,3
13,0,0
12,0,0
12,0,0
12,0,1
11,0,0
10,0,7
10,0,0
10,0,0
10,0,9
8,0,0
8,0,0
6,0,0
6,0,0
6,0,0
6,0,1
5,0,2
5,0,1
5,0,0
5,0,0
5,0,2
4,0,0
4,0,0
4,0,0
4,0,0
4,0,2
4,0,0
4,0,0
3,1,0
3,0,1
3,0,0
3,0,0
3,1,1
3,0,0
3,0,0
3,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,1,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67592,2931,42033
6593,42,135
4747,124,913
4636,197,523
1352,7,1216
1272,22,1244
1215,1,1147
1018,4,955
990,6,979
935,1,909
758,6,618
696,6,40
670,0,17
653,9,12
631,0,594
576,6,513
539,3,442
481,13,396
422,8,299
420,6,46
400,5,2
342,3,306
318,6,305
296,1,284
252,2,217
245,1,226
214,1,3
174,2,170
168,6,158
163,2,8
146,2,114
136,3,128
133,0,126
130,0,78
128,1,0
125,1,106
119,2,87
109,0,1
108,0,0
107,2,46
101,0,0
93,1,90
83,0,22
76,3,71
75,1,65
75,0,71
60,0,4
58,0,0
58,12,1
55,0,0
48,1,31
45,0,0
45,1,12
45,0,0
43,0,0
40,3,0
31,0,3
29,0,5
26,1,4
24,0,2
23,0,1
22,0,1
21,0,3
21,0,2
21,1,0
20,0,1
19,1,0
19,0,0
18,0,0
18,0,0
18,0,18
17,0,0
16,0,2
16,0,0
16,0,0
16,0,16
15,0,1
15,0,1
13,0,8
13,0,0
13,0,0
13,0,0
13,0,2
13,0,0
11,0,0
10,0,7
10,0,0
10,0,10
9,0,1
8,0,0
7,0,2
7,0,0
6,0,0
6,0,0
6,0,1
6,0,0
5,1,1
5,0,0
5,0,0
5,0,2
5,1,0
5,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
3,1,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,1
3,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67666,2959,43500
7041,44,135
5883,233,589
5823,145,1669
1352,7,1237
1272,22,1244
1215,1,1154
1018,4,960
990,6,979
949,11,12
935,1,916
799,0,18
758,6,627
696,6,40
631,0,606
576,6,526
539,3,454
500,10,30
481,13,403
461,6,76
426,8,303
342,3,313
318,6,307
296,1,295
268,1,3
252,2,218
245,1,226
206,2,18
188,1,0
174,2,170
169,0,1
168,6,158
161,0,0
147,0,0
146,2,115
138,0,78
136,3,128
133,0,126
125,1,107
120,2,87
108,2,51
93,1,90
93,0,23
85,0,4
79,0,0
76,3,72
75,1,67
75,0,71
71,15,1
61,0,0
57,0,0
54,4,0
50,0,0
50,1,31
46,0,0
45,1,12
45,0,0
45,0,7
34,0,3
32,0,1
28,1,4
27,0,3
27,1,0
23,0,1
23,1,0
22,0,1
22,0,0
21,0,4
21,0,2
21,0,0
20,0,0
19,0,0
18,0,0
18,0,18
18,0,16
17,0,0
16,0,2
15,0,1
15,0,1
14,0,0
13,0,8
13,0,0
13,0,0
13,0,2
12,0,0
11,0,7
11,0,0
10,0,0
10,0,10
9,0,0
9,0,3
9,0,0
8,0,0
8,0,0
7,0,2
7,0,0
6,0,0
6,0,1
6,0,0
6,1,1
6,0,2
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,1,0
5,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
3,1,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,1
3,0,0
3,0,0
3,0,0
3,0,1
3,0,1
3,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67707,2986,45235
7375,366,622
7314,50,118
6566,194,2134
1352,7,1256
1272,22,1247
1215,1,1161
1126,19,12
1040,0,18
1018,4,968
990,6,984
935,1,919
758,6,642
696,6,40
673,17,30
631,0,612
576,6,527
539,3,464
502,6,76
481,13,412
428,8,308
342,3,314
337,2,3
318,6,307
296,1,295
273,3,18
265,3,0
252,2,223
245,1,227
203,0,0
200,0,1
176,0,0
174,2,170
168,6,159
150,0,78
146,2,117
136,3,128
133,0,126
125,1,109
124,2,87
114,3,58
104,0,0
99,0,24
93,1,90
85,0,4
83,17,1
83,0,0
76,3,73
75,1,70
75,0,71
73,0,0
64,0,1
60,6,0
50,0,0
50,1,31
49,1,1
45,1,13
45,0,0
45,0,7
39,0,3
39,0,2
38,3,4
38,0,1
36,1,0
35,0,1
32,0,1
31,0,0
31,1,0
30,0,0
30,0,16
28,0,3
27,0,4
23,0,1
22,0,0
21,0,0
21,0,0
20,0,0
19,0,0
19,0,0
18,0,18
17,0,3
16,0,2
16,0,0
15,0,8
15,0,0
15,0,3
14,0,0
14,0,0
13,0,0
12,1,0
12,0,0
12,0,0
12,0,0
11,0,7
11,0,0
11,0,0
10,0,0
10,0,10
10,1,1
9,0,0
9,0,0
8,0,0
8,0,1
8,0,0
7,0,2
7,0,0
7,0,1
7,0,2
7,0,0
6,0,0
6,0,0
6,0,1
6,0,0
6,0,0
6,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,1,0
5,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,1
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
3,1,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,1
3,0,0
3,0,0
3,0,1
2,0,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,1,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67743,3008,46488
9172,463,724
7478,53,118
7161,237,2394
1352,8,1260
1272,22,1247
1215,1,1176
1209,19,12
1176,2,18
1073,28,32
1018,4,979
990,6,984
935,1,923
758,6,700
696,6,40
631,0,621
576,6,542
539,3,466
511,17,76
481,13,430
428,8,315
374,2,3
342,3,315
321,3,0
321,4,18
318,6,307
296,1,295
252,2,230
248,0,1
245,1,227
239,0,1
205,0,1
174,2,170
168,6,159
150,0,78
146,2,123
136,3,130
133,0,127
131,0,2
125,1,109
124,2,88
117,0,24
115,3,59
98,0,0
95,0,14
93,1,91
90,0,1
83,17,1
76,3,73
75,1,70
75,0,71
73,0,0
64,0,1
60,6,9
58,0,0
55,1,12
50,1,31
48,3,4
45,1,15
45,0,0
45,0,7
43,0,3
39,0,2
38,0,1
36,1,0
34,0,4
32,1,4
32,0,1
31,0,0
31,1,0
30,0,1
30,0,0
30,0,16
25,0,0
22,0,0
21,0,0
21,0,0
20,0,0
20,1,1
19,0,0
19,0,0
18,0,18
18,0,0
17,0,3
17,0,0
16,0,2
16,0,0
16,0,0
15,0,8
15,0,7
15,0,0
15,0,0
15,0,3
15,0,0
14,0,0
12,1,0
12,0,0
12,0,0
10,0,0
10,0,10
9,0,0
9,0,0
9,0,0
9,0,0
8,0,0
8,0,1
8,0,0
7,0,2
7,0,0
7,0,1
7,0,0
7,0,2
7,0,0
7,1,0
6,0,1
6,0,0
6,0,1
6,0,0
6,0,0
6,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
5,0,0
4,0,0
4,1,0
4,0,0
4,0,0
4,0,1
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,1
3,0,0
3,0,1
3,0,0
2,0,0
2,0,0
2,0,1
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,1,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
67760,3024,47743
10149,631,724
8042,291,2731
7513,54,247
1784,33,12
1695,35,32
1457,2,18
1353,8,1274
1272,22,1247
1215,1,1191
1018,4,990
990,6,984
935,1,927
758,6,719
696,6,40
631,0,627
581,10,101
576,6,547
539,3,478
491,3,3
481,13,434
429,8,320
400,0,1
382,4,0
382,6,18
355,0,1
344,3,319
318,6,307
296,1,295
267,0,1
267,23,1
262,0,1
252,2,234
245,1,227
182,0,4
174,2,170
173,0,0
168,6,159
160,0,78
146,2,129
144,2,2
136,3,131
133,0,131
129,0,24
125,2,88
125,1,111
120,3,65
110,0,22
93,1,91
92,0,1
89,0,0
76,3,73
75,1,70
75,0,71
74,0,12
71,7,3
69,0,1
69,0,1
59,1,1
58,0,4
56,0,4
55,2,4
53,1,33
51,2,0
47,1,17
46,0,0
41,0,0
41,1,1
41,0,0
40,0,1
36,0,4
34,0,0
33,1,2
32,1,4
31,0,0
31,0,0
31,0,16
27,0,2
25,0,3
25,0,0
24,0,0
22,0,0
21,0,0
20,0,0
